customer_id,snapshot_month,converted_next_3m,responsible_credit_behaviour_6m,observed_product_id,synthetic_p_conversion_true,synthetic_p_responsible_true
C000023,2025-05-31,0,1,NONE,0.06711,0.81757
C000024,2025-05-31,0,1,NONE,0.1036,0.86989
C000025,2025-05-31,0,1,NONE,0.12404,0.91293
C000026,2025-05-31,0,0,NONE,0.047,0.76852
C000027,2025-05-31,1,1,P001,0.06787,0.82491
C000028,2025-05-31,0,1,NONE,0.04007,0.78583
C000029,2025-05-31,0,1,NONE,0.0339,0.63414
C000030,2025-05-31,0,1,NONE,0.05686,0.8808
C000031,2025-05-31,1,1,P002,0.06636,0.82491
C000032,2025-05-31,0,1,NONE,0.09298,0.93703
C000033,2025-05-31,0,1,NONE,0.12053,0.76852
C000034,2025-05-31,0,1,NONE,0.06977,0.83889
C000035,2025-05-31,0,0,NONE,0.14563,0.82491
C000036,2025-05-31,0,0,NONE,0.03487,0.71095
C000037,2025-05-31,0,0,NONE,0.03147,0.47502
C000038,2025-05-31,0,1,NONE,0.14235,0.8808
C000039,2025-05-31,0,0,NONE,0.05209,0.76852
C000040,2025-05-31,0,1,NONE,0.08904,0.8808
C000041,2025-05-31,0,0,NONE,0.05288,0.83889
C000042,2025-05-31,0,1,NONE,0.22902,0.91293
C000043,2025-05-31,0,0,NONE,0.08265,0.7773
C000044,2025-05-31,0,1,NONE,0.05285,0.83889
C000045,2025-05-31,0,0,NONE,0.2462,0.86989
C000046,2025-05-31,1,1,P002,0.08865,0.91293
C000047,2025-05-31,0,1,NONE,0.07596,0.83889
C000048,2025-05-31,0,1,NONE,0.1635,0.81
C000049,2025-05-31,0,1,NONE,0.06085,0.8808
C000050,2025-05-31,0,0,NONE,0.03693,0.52498
C000051,2025-05-31,0,1,NONE,0.07952,0.83889
C000052,2025-05-31,0,1,NONE,0.05152,0.70057
C000053,2025-05-31,0,1,NONE,0.08305,0.89567
C000054,2025-05-31,1,1,P003,0.11415,0.7773
C000055,2025-05-31,0,1,NONE,0.09969,0.7773
C000056,2025-05-31,1,1,P001,0.08837,0.91293
C000057,2025-05-31,0,1,NONE,0.1292,0.82491
C000058,2025-05-31,0,1,NONE,0.11903,0.8808
C000059,2025-05-31,0,1,NONE,0.05499,0.70057
C000060,2025-05-31,0,0,NONE,0.04759,0.52498
C000061,2025-05-31,0,1,NONE,0.05967,0.68997
C000062,2025-05-31,0,1,NONE,0.04762,0.82491
C000063,2025-05-31,0,1,NONE,0.1285,0.79413
C000064,2025-05-31,0,1,NONE,0.08809,0.86989
C000065,2025-05-31,0,1,NONE,0.05489,0.8808
C000066,2025-05-31,1,0,P003,0.08912,0.82491
C000067,2025-05-31,0,1,NONE,0.06289,0.8808
C000068,2025-05-31,0,1,NONE,0.04977,0.83889
C000069,2025-05-31,0,0,NONE,0.09345,0.63414
C000070,2025-05-31,1,1,P001,0.05623,0.61064
C000071,2025-05-31,0,1,NONE,0.05012,0.71095
C000072,2025-05-31,0,1,NONE,0.11207,0.83889
C000073,2025-05-31,0,1,NONE,0.05663,0.84553
C000074,2025-05-31,0,1,NONE,0.05384,0.76852
C000075,2025-05-31,0,0,NONE,0.06296,0.70057
C000076,2025-05-31,0,0,NONE,0.06131,0.76852
C000077,2025-05-31,0,1,NONE,0.06119,0.83889
C000078,2025-05-31,0,0,NONE,0.10828,0.8808
C000079,2025-05-31,0,1,NONE,0.05531,0.8808
C000080,2025-05-31,0,1,NONE,0.06472,0.91293
C000081,2025-05-31,0,1,NONE,0.05805,0.7773
C000082,2025-05-31,0,1,NONE,0.05079,0.83889
C000083,2025-05-31,0,1,NONE,0.0969,0.86989
C000084,2025-05-31,0,0,NONE,0.0566,0.76852
C000085,2025-05-31,0,1,NONE,0.08908,0.63414
C000086,2025-05-31,0,1,NONE,0.05601,0.70057
C000087,2025-05-31,0,1,NONE,0.12588,0.8808
C000088,2025-05-31,0,1,NONE,0.04077,0.68997
C000089,2025-05-31,1,1,P004,0.12902,0.83889
C000090,2025-05-31,0,1,NONE,0.08484,0.74077
C000091,2025-05-31,0,0,NONE,0.034,0.70057
C000092,2025-05-31,0,1,NONE,0.07368,0.8808
C000093,2025-05-31,0,1,NONE,0.0604,0.82491
C000094,2025-05-31,0,1,NONE,0.05922,0.76852
C000095,2025-05-31,0,0,NONE,0.04025,0.83889
C000096,2025-05-31,0,1,NONE,0.21178,0.8808
C000097,2025-05-31,0,1,NONE,0.0948,0.76852
C000098,2025-05-31,0,0,NONE,0.07748,0.63414
C000099,2025-05-31,0,1,NONE,0.22981,0.78583
C000100,2025-05-31,0,1,NONE,0.08236,0.93703
C000101,2025-05-31,0,1,NONE,0.05625,0.83202
C000102,2025-05-31,0,1,NONE,0.06072,0.7773
C000103,2025-05-31,0,0,NONE,0.06457,0.76852
C000104,2025-05-31,0,1,NONE,0.13365,0.90465
C000105,2025-05-31,0,1,NONE,0.16189,0.86989
C000106,2025-05-31,1,1,P002,0.21448,0.8808
C000107,2025-05-31,0,0,NONE,0.12557,0.8808
C000108,2025-05-31,0,0,NONE,0.03063,0.61064
C000109,2025-05-31,0,0,NONE,0.06731,0.70057
C000110,2025-05-31,0,0,NONE,0.07312,0.86989
C000111,2025-05-31,0,0,NONE,0.05717,0.7773
C000112,2025-05-31,0,1,NONE,0.03379,0.83889
C000113,2025-05-31,0,0,NONE,0.05406,0.76852
C000114,2025-05-31,0,1,NONE,0.04561,0.82491
C000115,2025-05-31,0,0,NONE,0.0462,0.61064
C000116,2025-05-31,0,1,NONE,0.15093,0.86989
C000117,2025-05-31,0,1,NONE,0.03978,0.91293
C000118,2025-05-31,0,1,NONE,0.09658,0.82491
C000119,2025-05-31,0,1,NONE,0.03991,0.83889
C000120,2025-05-31,0,1,NONE,0.17603,0.8808
C000121,2025-05-31,0,1,NONE,0.06464,0.82491
C000122,2025-05-31,0,1,NONE,0.09792,0.82491
C000123,2025-05-31,0,1,NONE,0.10092,0.70057
C000124,2025-05-31,0,0,NONE,0.09481,0.76852
C000125,2025-05-31,0,0,NONE,0.02188,0.52498
C000126,2025-05-31,0,1,NONE,0.04469,0.68997
C000127,2025-05-31,1,1,P001,0.07895,0.76852
C000128,2025-05-31,0,1,NONE,0.04361,0.70057
C000129,2025-05-31,0,0,NONE,0.05906,0.52498
C000130,2025-05-31,0,1,NONE,0.09019,0.8808
C000131,2025-05-31,0,0,NONE,0.05431,0.71095
C000132,2025-05-31,0,1,NONE,0.09452,0.86989
C000133,2025-05-31,0,1,NONE,0.08183,0.7773
C000134,2025-05-31,0,1,NONE,0.09089,0.83889
C000135,2025-05-31,0,1,NONE,0.09441,0.82491
C000136,2025-05-31,0,1,NONE,0.0481,0.52498
C000137,2025-05-31,0,1,NONE,0.08558,0.93703
C000138,2025-05-31,0,1,NONE,0.05296,0.8808
C000139,2025-05-31,0,0,NONE,0.05385,0.75951
C000140,2025-05-31,0,0,NONE,0.06142,0.52498
C000141,2025-05-31,0,0,NONE,0.10674,0.5
C000142,2025-05-31,0,0,NONE,0.16305,0.7773
C000143,2025-05-31,0,1,NONE,0.06097,0.93703
C000144,2025-05-31,0,1,NONE,0.03902,0.7773
C000145,2025-05-31,0,1,NONE,0.0772,0.8808
C000146,2025-05-31,0,0,NONE,0.05314,0.61064
C000147,2025-05-31,0,1,NONE,0.06357,0.83889
C000148,2025-05-31,0,1,NONE,0.13177,0.8808
C000149,2025-05-31,0,1,NONE,0.08491,0.71095
C000150,2025-05-31,0,1,NONE,0.07933,0.78583
C000151,2025-05-31,0,1,NONE,0.18057,0.86989
C000152,2025-05-31,0,1,NONE,0.08258,0.86989
C000153,2025-05-31,0,1,NONE,0.06806,0.63414
C000154,2025-05-31,0,1,NONE,0.06039,0.82491
C000155,2025-05-31,0,1,NONE,0.04522,0.70057
C000156,2025-05-31,0,1,NONE,0.05425,0.68997
C000157,2025-05-31,0,1,NONE,0.04631,0.83889
C000158,2025-05-31,0,1,NONE,0.23301,0.8808
C000159,2025-05-31,1,0,P003,0.08397,0.82491
C000160,2025-05-31,0,1,NONE,0.16741,0.91293
C000161,2025-05-31,0,0,NONE,0.049,0.52498
C000162,2025-05-31,0,1,NONE,0.15473,0.91293
C000163,2025-05-31,0,1,NONE,0.04449,0.83889
C000164,2025-05-31,0,1,NONE,0.07242,0.78583
C000165,2025-05-31,0,1,NONE,0.19556,0.82491
C000166,2025-05-31,0,0,NONE,0.03029,0.61064
C000167,2025-05-31,0,1,NONE,0.05625,0.86989
C000168,2025-05-31,0,1,NONE,0.06767,0.91293
C000169,2025-05-31,0,0,NONE,0.07724,0.83889
C000170,2025-05-31,0,1,NONE,0.08447,0.90465
C000171,2025-05-31,0,1,NONE,0.06103,0.83889
C000172,2025-05-31,0,1,NONE,0.04955,0.8808
C000173,2025-05-31,0,1,NONE,0.06132,0.71095
C000174,2025-05-31,0,1,NONE,0.14609,0.93703
C000175,2025-05-31,0,1,NONE,0.06585,0.83889
C000176,2025-05-31,1,1,P003,0.07407,0.63414
C000177,2025-05-31,0,1,NONE,0.08193,0.76852
C000178,2025-05-31,0,1,NONE,0.26605,0.93703
C000179,2025-05-31,0,1,NONE,0.07549,0.91293
C000180,2025-05-31,0,0,NONE,0.08152,0.7773
C000181,2025-05-31,1,0,P001,0.15486,0.86989
C000182,2025-05-31,0,1,NONE,0.06798,0.91293
C000183,2025-05-31,0,1,NONE,0.09309,0.8808
C000184,2025-05-31,0,1,NONE,0.05536,0.83889
C000185,2025-05-31,0,1,NONE,0.11366,0.86989
C000186,2025-05-31,0,1,NONE,0.0554,0.8808
C000187,2025-05-31,0,1,NONE,0.06593,0.61064
C000188,2025-05-31,0,1,NONE,0.11843,0.78583
C000189,2025-05-31,0,1,NONE,0.06793,0.8808
C000190,2025-05-31,0,1,NONE,0.04552,0.61064
C000191,2025-05-31,0,1,NONE,0.06368,0.90465
C000192,2025-05-31,0,1,NONE,0.03755,0.83889
C000193,2025-05-31,0,1,NONE,0.03559,0.63414
C000194,2025-05-31,1,1,P002,0.17326,0.86989
C000195,2025-05-31,1,1,P002,0.10729,0.78583
C000196,2025-05-31,0,1,NONE,0.0489,0.83889
C000197,2025-05-31,1,1,P001,0.10761,0.79413
C000198,2025-05-31,0,1,NONE,0.23533,0.86989
C000199,2025-05-31,0,1,NONE,0.06315,0.76852
C000200,2025-05-31,0,0,NONE,0.1475,0.83889
C000201,2025-05-31,0,1,NONE,0.0763,0.75951
C000202,2025-05-31,0,1,NONE,0.08251,0.93703
C000203,2025-05-31,0,1,NONE,0.07204,0.8808
C000204,2025-05-31,0,1,NONE,0.03475,0.52498
C000205,2025-05-31,0,1,NONE,0.06731,0.70057
C000206,2025-05-31,0,1,NONE,0.09871,0.76852
C000207,2025-05-31,0,0,NONE,0.10241,0.70057
C000208,2025-05-31,0,1,NONE,0.05191,0.82491
C000209,2025-05-31,0,1,NONE,0.06087,0.78583
C000210,2025-05-31,0,1,NONE,0.06677,0.82491
C000211,2025-05-31,0,1,NONE,0.07064,0.68997
C000212,2025-05-31,0,0,NONE,0.11174,0.82491
C000213,2025-05-31,0,1,NONE,0.05413,0.83889
C000214,2025-05-31,0,1,NONE,0.07831,0.86989
C000215,2025-05-31,0,1,NONE,0.11882,0.8808
C000216,2025-05-31,0,1,NONE,0.16277,0.82491
C000217,2025-05-31,0,1,NONE,0.06375,0.78583
C000218,2025-05-31,0,1,NONE,0.03101,0.78583
C000219,2025-05-31,1,1,P002,0.06591,0.83202
C000220,2025-05-31,0,1,NONE,0.06788,0.83889
C000221,2025-05-31,0,1,NONE,0.08878,0.83889
C000222,2025-05-31,0,1,NONE,0.06359,0.7773
C000223,2025-05-31,0,1,NONE,0.09509,0.8808
C000224,2025-05-31,0,1,NONE,0.06783,0.93703
C000225,2025-05-31,0,1,NONE,0.07468,0.71095
C000226,2025-05-31,0,1,NONE,0.07684,0.91293
C000227,2025-05-31,0,1,NONE,0.05494,0.70057
C000228,2025-05-31,0,0,NONE,0.06558,0.82491
C000229,2025-05-31,0,1,NONE,0.18089,0.82491
C000230,2025-05-31,0,0,NONE,0.11511,0.78583
C000231,2025-05-31,0,1,NONE,0.06439,0.70057
C000232,2025-05-31,1,1,P001,0.09659,0.83889
C000233,2025-05-31,0,1,NONE,0.06316,0.93703
C000234,2025-05-31,0,1,NONE,0.09045,0.82491
C000235,2025-05-31,1,1,P002,0.08251,0.93703
C000236,2025-05-31,0,0,NONE,0.05727,0.91293
C000237,2025-05-31,0,1,NONE,0.06638,0.8808
C000238,2025-05-31,0,1,NONE,0.03615,0.75951
C000239,2025-05-31,0,1,NONE,0.07072,0.70057
C000240,2025-05-31,0,0,NONE,0.01823,0.19
C000241,2025-05-31,0,1,NONE,0.06009,0.86989
C000242,2025-05-31,0,1,NONE,0.11733,0.83202
C000243,2025-05-31,0,1,NONE,0.09282,0.71095
C000244,2025-05-31,0,1,NONE,0.08906,0.82491
C000245,2025-05-31,0,1,NONE,0.12781,0.8808
C000246,2025-05-31,0,1,NONE,0.03563,0.83202
C000247,2025-05-31,1,0,P002,0.04074,0.68997
C000248,2025-05-31,0,0,NONE,0.02006,0.34299
C000249,2025-05-31,0,1,NONE,0.13955,0.83889
C000250,2025-05-31,0,1,NONE,0.08731,0.83889
C000251,2025-05-31,0,1,NONE,0.04772,0.8808
C000252,2025-05-31,0,1,NONE,0.10151,0.91293
C000253,2025-05-31,0,1,NONE,0.0719,0.8808
C000254,2025-05-31,0,1,NONE,0.03713,0.61064
C000255,2025-05-31,1,0,P003,0.10144,0.61064
C000256,2025-05-31,0,1,NONE,0.07521,0.8808
C000257,2025-05-31,0,1,NONE,0.09691,0.86989
C000258,2025-05-31,0,1,NONE,0.09637,0.78583
C000259,2025-05-31,0,1,NONE,0.09003,0.70057
C000260,2025-05-31,0,1,NONE,0.04875,0.8808
C000261,2025-05-31,0,0,NONE,0.07256,0.52498
C000262,2025-05-31,0,1,NONE,0.09104,0.91293
C000263,2025-05-31,0,1,NONE,0.07657,0.76852
C000264,2025-05-31,0,0,NONE,0.04282,0.70057
C000265,2025-05-31,0,1,NONE,0.09563,0.89567
C000266,2025-05-31,0,1,NONE,0.08321,0.83889
C000267,2025-05-31,0,0,NONE,0.07106,0.76852
C000268,2025-05-31,0,1,NONE,0.0855,0.78583
C000269,2025-05-31,0,0,NONE,0.12193,0.78583
C000270,2025-05-31,0,0,NONE,0.02539,0.63414
C000271,2025-05-31,0,0,NONE,0.10367,0.78583
C000272,2025-05-31,0,1,NONE,0.05126,0.76852
C000273,2025-05-31,0,1,NONE,0.06885,0.70057
C000274,2025-05-31,0,1,NONE,0.22888,0.82491
C000275,2025-05-31,0,1,NONE,0.06433,0.8808
C000276,2025-05-31,0,1,NONE,0.03748,0.76852
C000277,2025-05-31,0,1,NONE,0.15725,0.83889
C000278,2025-05-31,0,1,NONE,0.14937,0.82491
C000279,2025-05-31,1,1,P002,0.06114,0.75951
C000280,2025-05-31,0,1,NONE,0.04593,0.86989
C000281,2025-05-31,0,0,NONE,0.10676,0.70057
C000282,2025-05-31,0,1,NONE,0.10464,0.76852
C000283,2025-05-31,0,1,NONE,0.07167,0.76852
C000284,2025-05-31,0,1,NONE,0.02413,0.71095
C000285,2025-05-31,0,1,NONE,0.08137,0.8808
C000286,2025-05-31,0,1,NONE,0.06472,0.83889
C000287,2025-05-31,0,0,NONE,0.0837,0.70057
C000288,2025-05-31,0,1,NONE,0.08823,0.83889
C000289,2025-05-31,0,1,NONE,0.12287,0.8808
C000290,2025-05-31,0,1,NONE,0.05039,0.63414
C000291,2025-05-31,0,1,NONE,0.11266,0.86989
C000292,2025-05-31,0,1,NONE,0.04716,0.78583
C000293,2025-05-31,1,1,P001,0.0749,0.91293
C000294,2025-05-31,0,1,NONE,0.02437,0.63414
C000295,2025-05-31,1,1,P002,0.05328,0.91293
C000296,2025-05-31,0,1,NONE,0.07885,0.91293
C000297,2025-05-31,1,0,P001,0.07307,0.93703
C000298,2025-05-31,0,1,NONE,0.07853,0.91293
C000299,2025-05-31,0,1,NONE,0.07118,0.91293
C000300,2025-05-31,0,1,NONE,0.14845,0.8808
C000301,2025-05-31,0,1,NONE,0.10046,0.91293
C000302,2025-05-31,0,1,NONE,0.0767,0.52498
C000303,2025-05-31,0,0,NONE,0.05623,0.8808
C000304,2025-05-31,0,1,NONE,0.07732,0.85815
C000305,2025-05-31,0,0,NONE,0.07432,0.89567
C000306,2025-05-31,0,0,NONE,0.09591,0.82491
C000307,2025-05-31,0,1,NONE,0.0572,0.81
C000308,2025-05-31,0,1,NONE,0.06275,0.8808
C000309,2025-05-31,0,1,NONE,0.07531,0.83889
C000310,2025-05-31,0,1,NONE,0.06739,0.65701
C000311,2025-05-31,0,1,NONE,0.04331,0.8808
C000312,2025-05-31,0,1,NONE,0.03864,0.71095
C000313,2025-05-31,0,1,NONE,0.09152,0.83889
C000314,2025-05-31,0,1,NONE,0.07341,0.76852
C000315,2025-05-31,0,1,NONE,0.06759,0.76852
C000316,2025-05-31,0,1,NONE,0.06077,0.83889
C000317,2025-05-31,0,1,NONE,0.1151,0.61064
C000318,2025-05-31,0,1,NONE,0.05414,0.82491
C000319,2025-05-31,0,1,NONE,0.15431,0.61064
C000320,2025-05-31,0,1,NONE,0.05479,0.81757
C000321,2025-05-31,0,0,NONE,0.04434,0.83202
C000322,2025-05-31,0,1,NONE,0.17223,0.8808
C000323,2025-05-31,0,1,NONE,0.0323,0.76852
C000324,2025-05-31,0,1,NONE,0.05146,0.82491
C000325,2025-05-31,0,1,NONE,0.04749,0.91293
C000326,2025-05-31,0,1,NONE,0.07942,0.8808
C000327,2025-05-31,0,1,NONE,0.07293,0.83202
C000328,2025-05-31,0,1,NONE,0.16408,0.8808
C000329,2025-05-31,0,0,NONE,0.09448,0.68997
C000330,2025-05-31,0,0,NONE,0.17752,0.76852
C000331,2025-05-31,0,1,NONE,0.04568,0.8808
C000332,2025-05-31,0,1,NONE,0.03936,0.83889
C000333,2025-05-31,0,1,NONE,0.04667,0.8808
C000334,2025-05-31,0,1,NONE,0.04768,0.86989
C000335,2025-05-31,1,1,P004,0.05952,0.70057
C000336,2025-05-31,0,0,NONE,0.09329,0.82491
C000337,2025-05-31,0,1,NONE,0.05289,0.70057
C000338,2025-05-31,0,1,NONE,0.10651,0.8808
C000339,2025-05-31,0,1,NONE,0.03192,0.63414
C000340,2025-05-31,0,1,NONE,0.06058,0.90465
C000341,2025-05-31,0,1,NONE,0.06065,0.78583
C000342,2025-05-31,0,1,NONE,0.07627,0.87545
C000343,2025-05-31,0,1,NONE,0.10434,0.91293
C000344,2025-05-31,0,1,NONE,0.12147,0.8808
C000345,2025-05-31,0,1,NONE,0.10933,0.86989
C000346,2025-05-31,1,1,P002,0.04634,0.91293
C000347,2025-05-31,0,0,NONE,0.09051,0.90465
C000348,2025-05-31,0,1,NONE,0.0738,0.83889
C000349,2025-05-31,0,0,NONE,0.07975,0.82491
C000350,2025-05-31,0,1,NONE,0.13673,0.70057
C000351,2025-05-31,0,1,NONE,0.07681,0.82491
C000352,2025-05-31,0,1,NONE,0.06445,0.83889
C000353,2025-05-31,0,1,NONE,0.08021,0.8808
C000354,2025-05-31,0,1,NONE,0.05729,0.85815
C000355,2025-05-31,0,1,NONE,0.06495,0.8808
C000356,2025-05-31,0,1,NONE,0.08482,0.68997
C000357,2025-05-31,0,0,NONE,0.07409,0.91293
C000358,2025-05-31,0,1,NONE,0.33712,0.91293
C000359,2025-05-31,0,1,NONE,0.07707,0.82491
C000360,2025-05-31,0,1,NONE,0.07501,0.8808
C000361,2025-05-31,0,1,NONE,0.09864,0.90465
C000362,2025-05-31,0,1,NONE,0.07634,0.70057
C000363,2025-05-31,0,1,NONE,0.05691,0.52498
C000364,2025-05-31,0,0,NONE,0.13271,0.52498
C000365,2025-05-31,0,1,NONE,0.04367,0.8808
C000366,2025-05-31,0,1,NONE,0.05549,0.71095
C000367,2025-05-31,0,0,NONE,0.07217,0.91293
C000368,2025-05-31,0,1,NONE,0.11293,0.82491
C000369,2025-05-31,0,1,NONE,0.06165,0.83889
C000370,2025-05-31,0,1,NONE,0.09022,0.86989
C000371,2025-05-31,0,1,NONE,0.07178,0.91293
C000372,2025-05-31,1,1,P002,0.11046,0.61064
C000373,2025-05-31,0,0,NONE,0.0817,0.83889
C000374,2025-05-31,0,1,NONE,0.07678,0.76852
C000375,2025-05-31,0,1,NONE,0.04748,0.70057
C000376,2025-05-31,0,1,NONE,0.05919,0.70057
C000377,2025-05-31,0,1,NONE,0.08789,0.90465
C000378,2025-05-31,0,0,NONE,0.04368,0.61064
C000379,2025-05-31,0,0,NONE,0.03705,0.71095
C000380,2025-05-31,0,0,NONE,0.04294,0.5
C000381,2025-05-31,0,1,NONE,0.06405,0.82491
C000382,2025-05-31,0,1,NONE,0.09257,0.88595
C000383,2025-05-31,0,1,NONE,0.08004,0.91293
C000384,2025-05-31,0,0,NONE,0.08987,0.68997
C000385,2025-05-31,0,1,NONE,0.06377,0.83889
C000386,2025-05-31,0,1,NONE,0.06462,0.90465
C000387,2025-05-31,0,1,NONE,0.06309,0.82491
C000388,2025-05-31,0,1,NONE,0.07644,0.87545
C000389,2025-05-31,0,1,NONE,0.04079,0.78583
C000390,2025-05-31,1,1,P002,0.25234,0.91293
C000391,2025-05-31,0,1,NONE,0.08777,0.82491
C000392,2025-05-31,0,1,NONE,0.05866,0.78583
C000393,2025-05-31,0,1,NONE,0.09497,0.82491
C000394,2025-05-31,0,1,NONE,0.07129,0.82491
C000395,2025-05-31,1,1,P003,0.05331,0.78583
C000396,2025-05-31,0,1,NONE,0.13338,0.68997
C000397,2025-05-31,0,1,NONE,0.09464,0.91293
C000398,2025-05-31,0,0,NONE,0.06429,0.83889
C000399,2025-05-31,0,1,NONE,0.04484,0.8808
C000400,2025-05-31,0,1,NONE,0.10536,0.8808
C000401,2025-05-31,0,1,NONE,0.05475,0.83889
C000402,2025-05-31,0,1,NONE,0.13035,0.86989
C000403,2025-05-31,0,0,NONE,0.09393,0.91293
C000404,2025-05-31,0,0,NONE,0.03975,0.52498
C000405,2025-05-31,0,1,NONE,0.05769,0.93703
C000406,2025-05-31,0,0,NONE,0.09725,0.86989
C000407,2025-05-31,0,1,NONE,0.04432,0.83889
C000408,2025-05-31,0,0,NONE,0.13055,0.91293
C000409,2025-05-31,0,1,NONE,0.07142,0.78583
C000410,2025-05-31,0,1,NONE,0.06561,0.90465
C000411,2025-05-31,0,1,NONE,0.0493,0.8808
C000412,2025-05-31,0,1,NONE,0.1142,0.8808
C000413,2025-05-31,0,1,NONE,0.05138,0.63414
C000414,2025-05-31,0,1,NONE,0.07869,0.91293
C000415,2025-05-31,0,0,NONE,0.06106,0.70057
C000416,2025-05-31,0,0,NONE,0.05567,0.83889
C000417,2025-05-31,0,0,NONE,0.04827,0.78583
C000418,2025-05-31,0,1,NONE,0.03949,0.5125
C000419,2025-05-31,0,1,NONE,0.07747,0.83889
C000420,2025-05-31,0,1,NONE,0.27054,0.91293
C000421,2025-05-31,0,1,NONE,0.15211,0.82491
C000422,2025-05-31,0,1,NONE,0.03756,0.78583
C000423,2025-05-31,0,1,NONE,0.09642,0.63414
C000424,2025-05-31,0,0,NONE,0.05519,0.52498
C000425,2025-05-31,0,1,NONE,0.06538,0.8808
C000426,2025-05-31,0,1,NONE,0.05637,0.86989
C000427,2025-05-31,0,0,NONE,0.0475,0.76852
C000428,2025-05-31,0,1,NONE,0.04708,0.75951
C000429,2025-05-31,0,1,NONE,0.05459,0.78583
C000430,2025-05-31,1,1,P003,0.18228,0.86989
C000431,2025-05-31,0,1,NONE,0.06799,0.91293
C000432,2025-05-31,0,1,NONE,0.10101,0.89567
C000433,2025-05-31,0,1,NONE,0.07544,0.8808
C000434,2025-05-31,0,1,NONE,0.03944,0.89567
C000435,2025-05-31,0,0,NONE,0.02967,0.63414
C000436,2025-05-31,0,1,NONE,0.03951,0.71095
C000437,2025-05-31,0,1,NONE,0.05455,0.78583
C000438,2025-05-31,0,1,NONE,0.07519,0.79413
C000439,2025-05-31,0,1,NONE,0.0887,0.7773
C000440,2025-05-31,0,0,NONE,0.04606,0.7773
C000441,2025-05-31,0,1,NONE,0.12458,0.83202
C000442,2025-05-31,0,0,NONE,0.07201,0.78583
C000443,2025-05-31,0,0,NONE,0.09995,0.7773
C000444,2025-05-31,1,1,P001,0.10954,0.83889
C000445,2025-05-31,0,1,NONE,0.04359,0.76852
C000446,2025-05-31,0,0,NONE,0.09244,0.8808
C000447,2025-05-31,0,1,NONE,0.09845,0.90465
C000448,2025-05-31,1,0,P001,0.08636,0.68997
C000449,2025-05-31,0,0,NONE,0.04885,0.78583
C000450,2025-05-31,0,1,NONE,0.09718,0.8808
C000451,2025-05-31,0,0,NONE,0.03349,0.63414
C000452,2025-05-31,0,1,NONE,0.26916,0.91293
C000453,2025-05-31,0,1,NONE,0.0266,0.68997
C000454,2025-05-31,0,1,NONE,0.04874,0.83889
C000455,2025-05-31,0,1,NONE,0.04596,0.70057
C000456,2025-05-31,0,1,NONE,0.20461,0.83889
C000457,2025-05-31,0,1,NONE,0.15434,0.93703
C000458,2025-05-31,0,0,NONE,0.0763,0.82491
C000459,2025-05-31,0,1,NONE,0.09162,0.91293
C000460,2025-05-31,0,1,NONE,0.04946,0.8808
C000461,2025-05-31,0,1,NONE,0.03557,0.82491
C000462,2025-05-31,0,1,NONE,0.05147,0.70057
C000463,2025-05-31,1,1,P004,0.14306,0.90465
C000464,2025-05-31,0,0,NONE,0.08058,0.76852
C000465,2025-05-31,0,1,NONE,0.03421,0.7773
C000466,2025-05-31,0,1,NONE,0.0408,0.68997
C000467,2025-05-31,0,0,NONE,0.24918,0.8808
C000468,2025-05-31,0,1,NONE,0.16435,0.90465
C000469,2025-05-31,0,0,NONE,0.03957,0.52498
C000470,2025-05-31,0,1,NONE,0.15377,0.8808
C000471,2025-05-31,0,1,NONE,0.08557,0.83889
C000472,2025-05-31,0,1,NONE,0.14353,0.8808
C000473,2025-05-31,0,1,NONE,0.13838,0.78583
C000474,2025-05-31,0,1,NONE,0.04126,0.63414
C000475,2025-05-31,0,1,NONE,0.07993,0.71095
C000476,2025-05-31,0,0,NONE,0.05573,0.61064
C000477,2025-05-31,0,1,NONE,0.0323,0.83889
C000478,2025-05-31,0,1,NONE,0.05997,0.7773
C000479,2025-05-31,0,1,NONE,0.05609,0.8808
C000480,2025-05-31,0,1,NONE,0.03588,0.71095
C000481,2025-05-31,0,1,NONE,0.08662,0.83889
C000482,2025-05-31,0,1,NONE,0.06135,0.71095
C000483,2025-05-31,0,1,NONE,0.0664,0.82491
C000484,2025-05-31,0,1,NONE,0.1907,0.83889
C000485,2025-05-31,0,0,NONE,0.12271,0.70057
C000486,2025-05-31,0,0,NONE,0.03587,0.61064
C000487,2025-05-31,0,0,NONE,0.05563,0.7773
C000488,2025-05-31,0,1,NONE,0.0691,0.61064
C000489,2025-05-31,0,0,NONE,0.0811,0.8808
C000490,2025-05-31,0,0,NONE,0.0722,0.8808
C000491,2025-05-31,0,1,NONE,0.19379,0.8808
C000492,2025-05-31,0,1,NONE,0.30128,0.8808
C000493,2025-05-31,0,1,NONE,0.05824,0.82491
C000494,2025-05-31,0,1,NONE,0.14161,0.76852
C000495,2025-05-31,0,1,NONE,0.1172,0.86989
C000496,2025-05-31,0,1,NONE,0.12115,0.7773
C000497,2025-05-31,0,1,NONE,0.06256,0.83889
C000498,2025-05-31,0,0,NONE,0.08258,0.82491
C000499,2025-05-31,0,0,NONE,0.10169,0.76852
C000500,2025-05-31,0,1,NONE,0.13038,0.82491
C000501,2025-05-31,0,0,NONE,0.08755,0.82491
C000502,2025-05-31,0,1,NONE,0.04876,0.91293
C000503,2025-05-31,1,1,P002,0.03278,0.83202
